GEO.id,Id
HC01_MOE_VC64,Total; Margin of Error; Median income (dollars)
HC02_EST_VC64,Moved; within same county; Estimate; Median income (dollars)
HC02_MOE_VC64,Moved; within same county; Margin of Error; Median income (dollars)
HC03_EST_VC64,"Moved; from different county, same state; Estimate; Median income (dollars)"
HC03_MOE_VC64,"Moved; from different county, same state; Margin of Error; Median income (dollars)"
HC04_EST_VC64,Moved; from different  state; Estimate; Median income (dollars)
HC04_MOE_VC64,Moved; from different  state; Margin of Error; Median income (dollars)
HC05_EST_VC64,Moved; from abroad; Estimate; Median income (dollars)
HC05_MOE_VC64,Moved; from abroad; Margin of Error; Median income (dollars)
HC01_EST_VC67,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC01_MOE_VC67,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC02_EST_VC67,Moved; within same county; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC02_MOE_VC67,Moved; within same county; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC03_EST_VC67,"Moved; from different county, same state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined"
HC03_MOE_VC67,"Moved; from different county, same state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined"
HC04_EST_VC67,Moved; from different  state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC04_MOE_VC67,Moved; from different  state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC05_EST_VC67,Moved; from abroad; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC05_MOE_VC67,Moved; from abroad; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined
HC01_EST_VC68,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC01_MOE_VC68,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC02_EST_VC68,Moved; within same county; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC02_MOE_VC68,Moved; within same county; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC03_EST_VC68,"Moved; from different county, same state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level"
HC03_MOE_VC68,"Moved; from different county, same state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level"
HC04_EST_VC68,Moved; from different  state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC04_MOE_VC68,Moved; from different  state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC05_EST_VC68,Moved; from abroad; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC05_MOE_VC68,Moved; from abroad; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - Below 100 percent of the poverty level
HC01_EST_VC69,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC01_MOE_VC69,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC02_EST_VC69,Moved; within same county; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC02_MOE_VC69,Moved; within same county; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC03_EST_VC69,"Moved; from different county, same state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level"
HC03_MOE_VC69,"Moved; from different county, same state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level"
HC04_EST_VC69,Moved; from different  state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC04_MOE_VC69,Moved; from different  state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC05_EST_VC69,Moved; from abroad; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC05_MOE_VC69,Moved; from abroad; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - 100 to 149 percent of the poverty level
HC01_EST_VC70,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC01_MOE_VC70,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC02_EST_VC70,Moved; within same county; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC02_MOE_VC70,Moved; within same county; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC03_EST_VC70,"Moved; from different county, same state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level"
HC03_MOE_VC70,"Moved; from different county, same state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level"
HC04_EST_VC70,Moved; from different  state; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC04_MOE_VC70,Moved; from different  state; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC05_EST_VC70,Moved; from abroad; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC05_MOE_VC70,Moved; from abroad; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population 1 year and over for whom poverty status is determined - At or above 150 percent of the poverty level
HC01_EST_VC73,Total; Estimate; HOUSING TENURE - Population 1 year and over in housing units
HC01_MOE_VC73,Total; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units
HC02_EST_VC73,Moved; within same county; Estimate; HOUSING TENURE - Population 1 year and over in housing units
HC02_MOE_VC73,Moved; within same county; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units
HC03_EST_VC73,"Moved; from different county, same state; Estimate; HOUSING TENURE - Population 1 year and over in housing units"
HC03_MOE_VC73,"Moved; from different county, same state; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units"
HC04_EST_VC73,Moved; from different  state; Estimate; HOUSING TENURE - Population 1 year and over in housing units
HC04_MOE_VC73,Moved; from different  state; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units
HC05_EST_VC73,Moved; from abroad; Estimate; HOUSING TENURE - Population 1 year and over in housing units
HC05_MOE_VC73,Moved; from abroad; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units
HC01_EST_VC74,Total; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC01_MOE_VC74,Total; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC02_EST_VC74,Moved; within same county; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC02_MOE_VC74,Moved; within same county; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC03_EST_VC74,"Moved; from different county, same state; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units"
HC03_MOE_VC74,"Moved; from different county, same state; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units"
HC04_EST_VC74,Moved; from different  state; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC04_MOE_VC74,Moved; from different  state; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC05_EST_VC74,Moved; from abroad; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC05_MOE_VC74,Moved; from abroad; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in owner-occupied housing units
HC01_EST_VC75,Total; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC01_MOE_VC75,Total; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC02_EST_VC75,Moved; within same county; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC02_MOE_VC75,Moved; within same county; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC03_EST_VC75,"Moved; from different county, same state; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units"
HC03_MOE_VC75,"Moved; from different county, same state; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units"
HC04_EST_VC75,Moved; from different  state; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC04_MOE_VC75,Moved; from different  state; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC05_EST_VC75,Moved; from abroad; Estimate; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC05_MOE_VC75,Moved; from abroad; Margin of Error; HOUSING TENURE - Population 1 year and over in housing units - Householder lived in renter-occupied housing units
HC01_EST_VC78,Total; Estimate; PERCENT ALLOCATED - Residence 1 year ago
HC01_MOE_VC78,Total; Margin of Error; PERCENT ALLOCATED - Residence 1 year ago
HC02_EST_VC78,Moved; within same county; Estimate; PERCENT ALLOCATED - Residence 1 year ago
HC02_MOE_VC78,Moved; within same county; Margin of Error; PERCENT ALLOCATED - Residence 1 year ago
HC03_EST_VC78,"Moved; from different county, same state; Estimate; PERCENT ALLOCATED - Residence 1 year ago"
HC03_MOE_VC78,"Moved; from different county, same state; Margin of Error; PERCENT ALLOCATED - Residence 1 year ago"
HC04_EST_VC78,Moved; from different  state; Estimate; PERCENT ALLOCATED - Residence 1 year ago
HC04_MOE_VC78,Moved; from different  state; Margin of Error; PERCENT ALLOCATED - Residence 1 year ago
HC05_EST_VC78,Moved; from abroad; Estimate; PERCENT ALLOCATED - Residence 1 year ago
HC05_MOE_VC78,Moved; from abroad; Margin of Error; PERCENT ALLOCATED - Residence 1 year ago
